LV	G3...G4	G3...SHH	G3...WNT	G4...SHH	G4...WNT	SHH...G4	SHH...WNT	AveExpr	F	P.Value	adj.P.Val
1,REACTOME_MRNA_SPLICING	0.07730834559943559	-0.06279001843729153	0.06185426324869994	-0.1400983640367271	-0.01545408235073564	0.1400983640367271	0.12464428168599147	0.007918576423603387	7.611635797682776	1.752390177962835e-4	5.784645838292034e-4
2,SVM Monocytes	-0.016208020595295303	-0.06641562624286254	-0.017458576599312693	-0.05020760564756724	-0.0012505560040173922	0.05020760564756724	0.04895704964354985	-0.006365145750355839	4.291692963610723	0.007685877321072077	0.013722434343255013
3,REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	-0.025099285926694966	0.049428059488104345	0.043807102574804885	0.07452734541479931	0.06890638850149985	-0.07452734541479931	-0.00562095691329946	0.0023099439783455106	5.60689368360153	0.0016542274854564557	0.0038598641327317303
4,REACTOME_NEURONAL_SYSTEM	-0.07136791384334921	0.07865843672067993	-0.007304188317395585	0.15002635056402913	0.06406372552595363	-0.15002635056402913	-0.08596262503807552	-0.0013002264320870838	18.257235136264363	6.9895447599213115e-9	1.254305577825879e-7
LV 5	-0.0024657333032961715	-0.02147404911481014	-0.03153567817694462	-0.01900831581151397	-0.029069944873648453	0.01900831581151397	-0.010061629062134486	-6.549648191532002e-4	7.23844648957336	2.637592423328535e-4	0.00081608267141857805
LV 6	0.029531190058537764	-0.026194890833272477	0.01045004980204101	-0.05572608089181024	-0.019081140256496754	0.05572608089181024	0.03664494063531348	5.95566856963318e-4	9.535199933203835	2.2708806722902923e-5	1.0096212718696029e-4
7,IRIS_Neutrophil-Resting	-0.011718307514193827	-0.019295760481498326	-0.01836987012853259	-0.0075774529673045	-0.006651562614338763	0.0075774529673045	9.258903529657369e-4	0.0011806534276248954	1.045589052869045	0.3778296567390546	0.4129766015519899
8,KEGG_PPAR_SIGNALING_PATHWAY	-0.0016290384995129115	0.0026293979605938713	-0.021450710376532983	0.0042584364601067825	-0.019821671877020074	-0.0042584364601067825	-0.024080108337126857	-7.875980492219507e-5	1.0365401995100847	0.3817626465815326	0.41635329522206926
LV 9	-0.03571875425715135	-0.07657968504650228	-0.06341881720983719	-0.04086093078935094	-0.027700062952685855	0.04086093078935094	0.013160867836665091	0.0017915863296255026	2.1117801900189095	0.10635410924558293	0.13579754958006512
10,SVM Macrophages M0	-0.01604719679882239	-0.039791423716599966	3.631682963214679e-4	-0.023744226917777573	0.016410365095143858	0.023744226917777573	0.04015459201292143	-0.003435800724259986	3.1355380090861877	0.03072587820646066	0.04560367186432582
LV 11	-0.01751482863923316	0.006505308068126439	0.03842530554727665	0.0240201367073596	0.05594013418650981	-0.0240201367073596	0.03191999747915021	6.792152239370312e-4	4.50066450547169	0.00600253516013788	0.011157254619691314
12,DMAP_MEGA2	0.0031912107518800247	0.0033879856295382657	0.005655229984089009	1.9677487765824104e-4	0.0024640192322089847	-1.9677487765824104e-4	0.0022672443545507437	-0.0016510680582056047	0.07577330253076406	0.9728545519649658	0.9728545519649658
13,REACTOME_GLUCOSE_METABOLISM	0.002827435571775984	0.03342106492736025	0.03252612805224307	0.030593629355584268	0.02969869248046709	-0.030593629355584268	-8.949368751171791e-4	-0.00737922658604967	4.203740838709038	0.008531442540362182	0.014983156205226823
LV 14	0.004663183693016927	0.03207583581737247	-0.012240910473841453	0.027412652124355546	-0.01690409416685838	-0.027412652124355546	-0.044316746291213925	-0.0029044568035437868	3.778767918226182	0.014163786687087959	0.023338326310777657
LV 15	-0.009612577063922602	-0.07390070684625144	-0.020177588790765165	-0.06428812978232884	-0.010565011726842561	0.06428812978232884	0.053723118055486276	-8.731942946406915e-4	16.728829502149143	2.5507432661172118e-8	3.5458923995178704e-7
LV 16	-0.010936240967151817	0.0019256860017040772	-0.14065822253536045	0.012861926968855894	-0.12972198156820863	-0.012861926968855894	-0.14258390853706454	-0.0029386004951651025	30.375370078381486	9.61914745616536e-13	8.630998672032011e-11
17,SVM NK cells resting	0.002620232581540579	0.007871688153090726	0.011877578668433933	0.005251455571550147	0.009257346086893353	-0.005251455571550147	0.004005890515343206	-0.0010712978020795216	0.36210849828116637	0.7805424972502327	0.7934041655880327
18,REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	-0.038148616296489295	-0.027833917917297765	-0.06481571915660403	0.010314698379191526	-0.02666710286011474	-0.010314698379191526	-0.03698180123930627	-0.0011994382916615826	5.453889233405263	0.001972960418362835	0.00451971373688719
LV 19	-0.02472337315706464	-0.00274779738487293	-0.012731541259558967	0.02197557577219171	0.011991831897505672	-0.02197557577219171	-0.009983743874686037	-0.0011377724038657837	2.0734119307377235	0.11141266193509056	0.141160843812496
20,KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	-0.007203810086799732	0.0205557399989383	0.009415895916362717	0.027759550085738032	0.016619706003162447	-0.027759550085738032	-0.011139844082575583	2.1116931362347667e-4	1.2878107384982282	0.28526475323347206	0.32325638512220084
LV 21	-0.00307017955028693	-0.06542859872175319	-0.04213506515213109	-0.062358419171466256	-0.039064885601844165	0.062358419171466256	0.023293533569622094	-0.004175401924449577	5.024644441949384	0.003246054197026442	0.00671298250194153
22,KEGG_PPAR_SIGNALING_PATHWAY	0.004688011537679254	-0.004723486972704902	7.528380162428634e-4	-0.009411498510384156	-0.003935173521436391	0.009411498510384156	0.005476324988947765	-0.004275671686120577	0.17668663346446006	0.9118545128129733	0.9183677593330659
LV 23	-0.04624793693930826	-0.004447057331437857	-0.027859638670593347	0.041800879607870406	0.018388298268714912	-0.041800879607870406	-0.02341258133915549	0.001924535590394134	7.908171356193703	1.2699823487470358e-4	4.352335341018488e-4
24,PID_DELTANP63PATHWAY	-0.010972894704406055	0.02477983599192098	-0.04595588387760169	0.035752730696327034	-0.03498298917319563	-0.035752730696327034	-0.07073571986952266	6.497131164358278e-4	7.110863985997185	3.0361700807386737e-4	9.113469063186993e-4
25,SVM Macrophages M1	-0.005241964153497218	-0.02256257104433531	-0.03196869365896034	-0.01732060689083809	-0.02672672950546312	0.01732060689083809	-0.009406122614625033	-0.002962048557361754	1.6355116124238989	0.18884140651919273	0.22429177886214588
26,SVM Macrophages M2	-0.02534932176314449	-0.05774212361427575	0.0012034984163377394	-0.032392801851131255	0.02655282017948223	0.032392801851131255	0.05894562203061349	-3.195623093741906e-4	7.5766315751150675	1.8205863112956245e-4	5.910916740949939e-4
27,REACTOME_CELL_JUNCTION_ORGANIZATION	0.00315707649006704	1.4909512649056685e-4	-0.004329093145802403	-0.003007981363576473	-0.007486169635869443	0.003007981363576473	-0.00447818827229297	-0.004926009936441531	0.11687902784266999	0.9499253080616041	0.9528214218056943
LV 28	-0.003095897652429935	0.011308659904100904	0.07354600621629946	0.014404557556530839	0.07664190386872939	-0.014404557556530839	0.06223734631219856	-2.487919615400297e-4	19.432266584130485	2.6635065637109068e-9	5.593363783792904e-8
LV 29	0.029012402038937474	0.006960755429868806	0.010236231005353397	-0.022051646609068668	-0.018776171033584078	0.022051646609068668	0.0032754755754845896	9.673292213698394e-4	4.02166344113912	0.010595545111455227	0.018030694870700532
30,DMAP_ERY3	0.004464843569302594	0.05579952748395691	0.0729883847059341	0.05133468391465432	0.06852354113663152	-0.05133468391465432	0.017188857221977202	1.3601886927033696e-4	22.467228213210475	2.46777615737453e-10	6.582959641428814e-9
31,SVM B cells naive	-0.0019087913891550762	-0.020391736561528206	-0.009350894997617397	-0.01848294517237313	-0.007442103608462321	0.01848294517237313	0.01104084156391081	-0.0024132459184208446	1.0987241331324855	0.35545652855686527	0.39025093847121917
LV 32	-0.08330965870037838	-0.05401795176493334	-0.08938855044027212	0.02929170693544504	-0.006078891739893738	-0.02929170693544504	-0.035370598675338774	-0.01026392405029778	5.453584555600148	0.0019736541242131498	0.00451971373688719
LV 33	-0.02322731128294576	-0.03073797942447243	0.07163833830577875	-0.0075106681415266704	0.09486564958872451	0.0075106681415266704	0.10237631773025117	0.0034744654321248432	16.05673614282287	4.574736165963371e-8	5.574400735562774e-7
LV 34	0.005984025197920418	0.04388642400089453	0.03215556684919854	0.03790239880297411	0.02617154165127812	-0.03790239880297411	-0.01173085715169599	-0.0015104944871254312	3.4332489681606755	0.021450314173215468	0.03371251606522877
LV 35	2.580248329892759e-4	0.012453563814677389	-0.0013186995015765227	0.012195538981688113	-0.0015767243345657985	-0.012195538981688113	-0.013772263316253912	-0.0024708343450766546	0.7489471743943424	0.5265596538479351	0.553476441265082
LV 36	0.032423733157610594	0.0037618841412311362	-0.018624945059752675	-0.028661849016379456	-0.051048678217363266	0.028661849016379456	-0.02238682920098381	5.041801625137795e-4	12.49977600787029	1.1878661614190025e-6	7.816159342137037e-6
37,MIPS_60S_RIBOSOMAL_SUBUNIT_CYTOPLASMIC	0.015723294567709708	-0.006737034010346152	-0.021231251572667476	-0.022460328578055862	-0.03695454614037718	0.022460328578055862	-0.014494217562321322	5.381604308349002e-4	7.342869191173672	2.351471255962345e-4	7.438788877034726e-4
38,PID_PLK1_PATHWAY	0.07476265719904591	-0.049366663260137104	0.035014802347990204	-0.12412932045918301	-0.03974785485105571	0.12412932045918301	0.08438146560812732	0.011458233255491432	5.357378916021735	0.002205655700411112	0.004925299041415763
39,SVM Dendritic cells resting	-0.01676672356602169	0.004696866030934818	-0.009247616982439456	0.021463589596956507	0.007519106583582232	-0.021463589596956507	-0.013944483013374274	-7.281412111473864e-4	2.104222607486353	0.10733221911762811	0.13651662405811718
LV 40	-0.03707559115208782	-0.035450562721195435	0.011090580047472237	0.0016250284308923883	0.04816617119956006	-0.0016250284308923883	0.04654114276866767	3.811364656540994e-4	4.988980004851925	0.0033839499609400335	0.00692937471254733
LV 41	0.015295218925476965	0.02491982134920922	0.017113948667925635	0.009624602423732254	0.00181872974244867	-0.009624602423732254	-0.0078058726812835835	6.96456947934065e-4	1.7221263263624236	0.17021428201191177	0.20538080237867593
42,DMAP_HSC1	-0.004915643061890032	-0.05153492418241093	-0.06100915430422329	-0.0466192811205209	-0.056093511242333256	0.0466192811205209	-0.009474230121812359	-0.001006102325143141	14.803198117633126	1.3952842431161784e-7	1.3501426940741843e-6
LV 43	0.007644068280723727	-0.045113853187067614	-5.368678160071446e-4	-0.05275792146779134	-0.008180936096730871	0.05275792146779134	0.044576985371060474	0.002234454087007734	13.757920764945903	3.631319663765909e-7	3.011859250535254e-6
LV 44	-0.016431676648519647	-0.05292255750923438	0.008772097342105505	-0.03649088086071473	0.02520377399062515	0.03649088086071473	0.06169465485133988	6.090342012529667e-4	19.04274454091738	3.656939112992907e-9	7.366120213314284e-8
45,REACTOME_RNA_POL_I_PROMOTER_OPENING	0.034894246985826625	0.0437861146340288	0.03485685597731755	0.008891867648202177	-3.7391008509068784e-5	-0.008891867648202177	-0.008929258656711247	2.29285795491412e-4	3.5092719937253074	0.01957427125142913	0.031211317811244834
LV 46	-0.012188051005172226	0.052810708534092546	0.05307432041402476	0.06499875953926476	0.06526237141919698	-0.06499875953926476	2.636118799322143e-4	7.85664000737129e-4	22.97977283272283	1.6763429414061554e-10	5.013789342932956e-9
LV 47	-0.031045398899324297	-0.035799690880229613	-0.05358322918621955	-0.004754291980905318	-0.022537830286895256	0.004754291980905318	-0.017783538305989936	-0.00122703620653909	8.670611147205673	5.6152677461843765e-5	2.1906202630371462e-4
